county,city,school
KOREA  REPUBLIC OF (SOUTH),N/A,DAEGU INTERNATIONAL SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,DAEIL FOREIGN LANGUAGE HS
KOREA  REPUBLIC OF (SOUTH),N/A,DAEWON FOREIGN LANGUAGE HS
KOREA  REPUBLIC OF (SOUTH),N/A,DWIGHT SCHOOL SEOUL
KOREA  REPUBLIC OF (SOUTH),N/A,EWHA GIRLS FOREIGN LANGUAGE HS
KOREA  REPUBLIC OF (SOUTH),N/A,GIMCHEON HIGH SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,GLOBAL VISION CHRISTIAN SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,GOYANG FOREIGN LANGUAGE HS
KOREA  REPUBLIC OF (SOUTH),N/A,GYEONGGI ACAD FOREIGN LANGUAGE
KOREA  REPUBLIC OF (SOUTH),N/A,GYEONGGI SUWON INTERNATIONAL
KOREA  REPUBLIC OF (SOUTH),N/A,HAN YOUNG FOREIGN LANGUAGE HS
KOREA  REPUBLIC OF (SOUTH),N/A,HANKUK ACAD OF FOREIGN STUDIES
KOREA  REPUBLIC OF (SOUTH),N/A,INDIANHEAD SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,INTERNATIONAL CHRISTIAN SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,KOREA CHRISTIAN INTRNTL SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,KOREA INTERNATIONAL SCHL JEJU
KOREA  REPUBLIC OF (SOUTH),N/A,KOREA INTERNATIONAL SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,KOREA KENT FOREIGN SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,KOREA SCIENCE ACADEMY OF KAIST
KOREA  REPUBLIC OF (SOUTH),N/A,KOREAN MINJOK LEADERSHIP ACAD
KOREA  REPUBLIC OF (SOUTH),N/A,MYUNG-DUK FOREIGN LANGUAGE HS
KOREA  REPUBLIC OF (SOUTH),N/A,NORTH LONDON COLLEGIATE JEJU
KOREA  REPUBLIC OF (SOUTH),N/A,SAINT PAUL PREPARATORY SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,SEOUL FOREIGN LANGUAGE HS
KOREA  REPUBLIC OF (SOUTH),N/A,SEOUL FOREIGN SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,SEOUL GLOBAL HIGH SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,SEOUL INTERNATIONAL SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,SEOUL SCIENCE HIGH SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,TAEJON CHRISTIAN INTL SCHOOL
KOREA  REPUBLIC OF (SOUTH),N/A,YONGSAN INTL SCHOOL SEOUL
KUWAIT,N/A,AL-BAYAN BILINGUAL SCHOOL
KUWAIT,N/A,AMERICAN CREATIVITY ACADEMY
KUWAIT,N/A,AMERICAN INTERNATIONAL SCHOOL
KUWAIT,N/A,AMERICAN SCHOOL OF KUWAIT
KUWAIT,N/A,BRITISH SCHOOL OF KUWAIT THE
KUWAIT,N/A,KUWAIT ENGLISH SCHOOL
KUWAIT,N/A,NEW ENGLISH SCHOOL
Kansas,Hays,HAYS HIGH SCHOOL
Kansas,Hays,THOMAS MORE PREP MARIAN HS
Kansas,Lawrence,LAWRENCE FREE STATE HS
Kansas,Lawrence,LAWRENCE HIGH SCHOOL
Kansas,Manhattan,MANHATTAN HIGH SCHOOL
Kansas,Olathe,OLATHE NORTH HIGH SCHOOL
Kansas,Olathe,OLATHE NORTHWEST HIGH SCHOOL
Kansas,Overland Park,BLUE VALLEY NORTH HIGH SCHOOL
Kansas,Overland Park,BLUE VALLEY NORTHWEST HS
Kansas,Overland Park,BLUE VALLEY SOUTHWEST
Kansas,Overland Park,BLUE VALLEY WEST HIGH SCHOOL
Kansas,Shawnee Mission,SHAWNEE MISSION EAST HS
Kansas,Shawnee Mission,SHAWNEE MISSION NORTHWEST HS
Kansas,Shawnee Mission,SHAWNEE MISSION SOUTH HS
Kansas,Stilwell,BLUE VALLEY HIGH SCHOOL
Kansas,Topeka,WASHBURN RURAL HIGH SCHOOL
Kansas,Wichita,WICHITA COLLEGIATE SCHOOL
Kansas,Wichita,WICHITA HIGH SCHOOL EAST
Kentucky,Bowling Green,CAROL MARTIN GATTON ACADEMY
Kentucky,Goshen,NORTH OLDHAM HIGH SCHOOL
Kentucky,Lexington,HENRY CLAY HIGH SCHOOL
Kentucky,Lexington,LEXINGTON CATHOLIC HIGH SCHOOL
Kentucky,Lexington,PAUL LAURENCE DUNBAR HS
Kentucky,Louisville,DUPONT MANUAL HIGH SCHOOL
Kentucky,Louisville,KENTUCKY COUNTRY DAY SCHOOL
Kentucky,Villa Hills,VILLA MADONNA ACADEMY
Kern,Arvin,ARVIN HIGH SCHOOL
Kern,Bakersfield,BAKERSFIELD CHRISTIAN HS
Kern,Bakersfield,BAKERSFIELD HIGH SCHOOL
Kern,Bakersfield,CENTENNIAL HIGH SCHOOL
Kern,Bakersfield,EAST BAKERSFIELD HIGH SCHOOL
Kern,Bakersfield,FOOTHILL HIGH SCHOOL
Kern,Bakersfield,FRONTIER HIGH SCHOOL
Kern,Bakersfield,GARCES MEMORIAL HIGH SCHOOL
Kern,Bakersfield,GOLDEN VALLEY HIGH SCHOOL
Kern,Bakersfield,HIGHLAND HIGH SCHOOL
Kern,Bakersfield,INDEPENDENCE HIGH SCHOOL
Kern,Bakersfield,LIBERTY HIGH SCHOOL
Kern,Bakersfield,MIRA MONTE HIGH SCHOOL
Kern,Bakersfield,NORTH HIGH SCHOOL
Kern,Bakersfield,RIDGEVIEW HIGH SCHOOL
Kern,Bakersfield,SOUTH HIGH SCHOOL
Kern,Bakersfield,STOCKDALE HIGH SCHOOL
Kern,Bakersfield,VALLEY OAKS CHARTER SCHOOL
Kern,Bakersfield,WEST HIGH SCHOOL
Kern,California City,CALIFORNIA CITY HIGH SCHOOL
Kern,Delano,CESAR E CHAVEZ HIGH SCHOOL
Kern,Delano,DELANO HIGH SCHOOL
Kern,Delano,ROBERT F KENNEDY HIGH SCHOOL
Kern,Delano,WONDERFUL COLLEGE PREP ACADEMY
Kern,Edwards,DESERT HIGH SCHOOL
Kern,Lake Isabella,KERN VALLEY HIGH SCHOOL
Kern,Lebec,FRAZIER MOUNTAIN HIGH SCHOOL
Kern,Mcfarland,MCFARLAND HIGH SCHOOL
Kern,Mojave,MOJAVE HIGH SCHOOL
Kern,Ridgecrest,SHERMAN E BURROUGHS HS
Kern,Rosamond,ROSAMOND HIGH SCHOOL
Kern,Shafter,SHAFTER HIGH SCHOOL
Kern,Taft,TAFT UNION HIGH SCHOOL
Kern,Tehachapi,TEHACHAPI HIGH SCHOOL
Kern,Wasco,WASCO UNION HIGH SCHOOL
Kings,Avenal,AVENAL HIGH SCHOOL
Kings,Corcoran,CORCORAN HIGH SCHOOL
Kings,Hanford,HANFORD HIGH SCHOOL
Kings,Hanford,HANFORD JOINT UNION HS WEST
Kings,Hanford,HANFORD WEST HIGH SCHOOL
Kings,Hanford,SIERRA PACIFIC HIGH SCHOOL
Kings,Lemoore,LEMOORE MIDDLE COLLEGE HS
Kings,Lemoore,LEMOORE UNION HIGH SCHOOL
LEBANON,N/A,AMERICAN COMMUNITY SCHOOL
LEBANON,N/A,BRUMMANA HIGH SCHOOL
LEBANON,N/A,COLLEGE LOUISE WEGMANN
LEBANON,N/A,COLLEGE NOTRE-DAME DE JAMHOUR
LEBANON,N/A,INTERNATIONAL COLLEGE BEIRUT
LEBANON,N/A,SABIS INTERNATIONAL SCHOOL
LEBANON,N/A,SAGESSE HIGH SCHOOL
LEBANON,N/A,SAINT JOSEPH SCHOOL
LUXEMBOURG,N/A,INTERNATIONAL SCH LUXEMBOURG
Lake,Kelseyville,KELSEYVILLE HIGH SCHOOL
Lake,Lakeport,CLEAR LAKE HIGH SCHOOL
Lake,Lower Lake,LOWER LAKE HIGH SCHOOL
Lake,Middletown,MIDDLETOWN HIGH SCHOOL
Lake,Upper Lake,UPPER LAKE HIGH SCHOOL
Lassen,Susanville,LASSEN HIGH SCHOOL
Los Angeles,Acton,VASQUEZ HIGH SCHOOL
Los Angeles,Agoura Hills,AGOURA HIGH SCHOOL
Los Angeles,Alhambra,ALHAMBRA HIGH SCHOOL
Los Angeles,Alhambra,FOOTHILL PREPARATORY SCHOOL
Los Angeles,Alhambra,MARK KEPPEL HIGH SCHOOL
Los Angeles,Alhambra,RAMONA CONVENT SECONDARY SCH
Los Angeles,Alhambra,SHERMAN SCHOOL
Los Angeles,Altadena,AVESON GLOBAL LEADERSHIP ACAD
Los Angeles,Altadena,PASADENA WALDORF HIGH SCHOOL
Los Angeles,Altadena,RENAISSANCE ACADEMY
Los Angeles,Arcadia,ABC CHRISTIAN SCHOOL
Los Angeles,Arcadia,ARCADIA HIGH SCHOOL
Los Angeles,Arcadia,ARROYO PACIFIC ACADEMY
Los Angeles,Arcadia,FOOTHILL PREPARATORY SCHOOL
Los Angeles,Arcadia,RIO HONDO PREP SCHOOL
Los Angeles,Arleta,ARLETA HIGH SCHOOL
Los Angeles,Avalon,AVALON HIGH SCHOOL
Los Angeles,Azusa,AZUSA HIGH SCHOOL
Los Angeles,Azusa,CHRISTBRIDGE ACADEMY
Los Angeles,Baldwin Park,BALDWIN PARK HIGH SCHOOL
Los Angeles,Baldwin Park,SIERRA VISTA HIGH SCHOOL
Los Angeles,Bell,BELL HIGH SCHOOL
Los Angeles,Bell Gardens,BELL GARDENS SENIOR HS
Los Angeles,Bellflower,BELLFLOWER HIGH SCHOOL
Los Angeles,Bellflower,SAINT JOHN BOSCO HIGH SCHOOL
Los Angeles,Beverly Hills,BEVERLY HILLS HIGH SCHOOL
Los Angeles,Burbank,BELLARMINE-JEFFERSON HS
Los Angeles,Burbank,BURBANK SENIOR HIGH SCHOOL
Los Angeles,Burbank,INTERNATIONAL SCHOOL OF LOS ANGELES
Los Angeles,Burbank,JOHN BURROUGHS HIGH SCHOOL
Los Angeles,Burbank,OPTIONS FOR YOUTH BURBANK
Los Angeles,Burbank,PROVIDENCE HIGH SCHOOL
Los Angeles,Burbank,PUC CALIFORNIA ACDMY LIB STUDY
Los Angeles,Calabasas,CALABASAS HIGH SCHOOL
Los Angeles,Calabasas,VIEWPOINT SCHOOL
Los Angeles,Canoga Park,AGBU MANOOGIAN-DEMIRDJIAN SCH
Los Angeles,Canoga Park,CANOGA PARK HIGH SCHOOL
Los Angeles,Canoga Park,FAITH BAPTIST SCHOOLS
Los Angeles,Canyon Country,CANYON HIGH SCHOOL
Los Angeles,Canyon Country,SANTA CLARITA CHRISTIAN SCHOOL
Los Angeles,Carson,ACADEMIES EDUCATION/EMPOWERMNT
Los Angeles,Carson,ACADEMY OF MEDICAL ARTS AT CARSON
Los Angeles,Carson,CALIFORNIA ACAD MATH & SCIENCE
Los Angeles,Carson,CARSON HIGH SCHOOL
Los Angeles,Carson,MAGNOLIA SCIENCE ACADEMY 3
Los Angeles,Carson,NEW MILLENNIUM SECONDARY SCHL
Los Angeles,Castaic,SANTA CLARITA VALLEY INTL CHARTER
Los Angeles,Cerritos,CERRITOS HIGH SCHOOL
Los Angeles,Cerritos,GAHR HIGH SCHOOL
Los Angeles,Cerritos,GRETCHEN WHITNEY HIGH SCHOOL
Los Angeles,Cerritos,TRACY HIGH SCHOOL
Los Angeles,Cerritos,VALLEY CHRISTIAN HIGH SCHOOL
Los Angeles,Chatsworth,CHATSWORTH HIGH SCHOOL
Los Angeles,Chatsworth,IVY ACADEMIA
Los Angeles,Chatsworth,SIERRA CANYON SCHOOL
Los Angeles,City Of Industry,WORKMAN HIGH SCHOOL
Los Angeles,Claremont,CLAREMONT HIGH SCHOOL
Los Angeles,Claremont,VIVIAN WEBB SCHOOL
Los Angeles,Claremont,WEBB SCHOOL OF CALIFORNIA
Los Angeles,Compton,CENTENNIAL HIGH SCHOOL
Los Angeles,Compton,COMPTON SENIOR HIGH SCHOOL
Los Angeles,Compton,DOMINGUEZ SENIOR HIGH SCHOOL
Los Angeles,Compton,LIFELINE EDUCATION CHARTER SCH
Los Angeles,Compton,OPPORTUNITIES LRNG-BALDWIN II
Los Angeles,Compton,QUEEN OF ANGELS ACADEMY
Los Angeles,Covina,CHARTER OAK HIGH SCHOOL
Los Angeles,Covina,COVINA HIGH SCHOOL
Los Angeles,Covina,GLADSTONE HIGH SCHOOL
Los Angeles,Covina,NORTHVIEW HIGH SCHOOL
Los Angeles,Covina,WESTERN CHRISTIAN SCHOOLS
Los Angeles,Cudahy,ELIZABETH LEARNING CENTER
Los Angeles,Culver City,CULVER CITY HIGH SCHOOL
Los Angeles,Culver City,STAR PREP ACADEMY
Los Angeles,Diamond Bar,DIAMOND BAR HIGH SCHOOL
Los Angeles,Downey,CALVARY CHAPEL HIGH SCHOOL
Los Angeles,Downey,DOWNEY HIGH SCHOOL
Los Angeles,Downey,SAINT PIUS X-ST MATTHIAS ACDMY
Los Angeles,Downey,ST MATTHAIS HIGH SCH
Los Angeles,Downey,WARREN HIGH SCHOOL
Los Angeles,Duarte,DUARTE HIGH SCHOOL
Los Angeles,El Monte,ARROYO HIGH SCHOOL
Los Angeles,El Monte,EL MONTE HIGH SCHOOL
Los Angeles,El Monte,MOUNTAIN VIEW HIGH SCHOOL
Los Angeles,El Segundo,EL SEGUNDO HIGH SCHOOL
Los Angeles,El Segundo,KAPLAN ACAD CA-SOUTHERN CA
Los Angeles,El Segundo,VISTAMAR SCHOOL
Los Angeles,Encino,CRESPI CARMELITE HIGH SCHOOL
Los Angeles,Encino,HOLY MARTYRS ARMENIAN HS
Los Angeles,Encino,WESTMARK SCHOOL
Los Angeles,Gardena,EXECUTIVE PREPARATORY ACDMY
Los Angeles,Gardena,GARDENA HIGH SCHOOL
Los Angeles,Gardena,GEORGE KIRIYAMA COMM ADULT SCH
Los Angeles,Gardena,JUNIPERO SERRA HIGH SCHOOL
Los Angeles,Gardena,NEW MILLENNIUM SECONDARY SCHL
Los Angeles,Gardena,PACIFIC LUTHERAN HIGH SCHOOL
Los Angeles,Glendale,GLENDALE ACADEMY
Los Angeles,Glendale,GLENDALE HIGH SCHOOL
Los Angeles,Glendale,HERBERT HOOVER HIGH SCHOOL
Los Angeles,Glendale,HOLY FAMILY HIGH SCHOOL
Los Angeles,Glendale,NEW COVENANT ACADEMY
Los Angeles,Glendora,GLENDORA HIGH SCHOOL
Los Angeles,Glendora,LCP INTERNATIONAL INSTITUTE
Los Angeles,Glendora,SAINT LUCYS PRIORY HIGH SCHOOL
Los Angeles,Granada Hills,GRANADA HILLS CHARTER HIGH SCH
Los Angeles,Granada Hills,HERITAGE CHRISTIAN SCHOOL
Los Angeles,Granada Hills,HILLCREST CHRISTIAN SCHOOL
Los Angeles,Granada Hills,JOHN F KENNEDY HIGH SCHOOL
Los Angeles,Granada Hills,NORTH VALLEY MILITARY INST
Los Angeles,Granada Hills,VALLEY ACADEMY ARTS & SCIENCES
Los Angeles,Hacienda Heights,GLEN A WILSON HIGH SCHOOL
Los Angeles,Hacienda Heights,LOS ALTOS HIGH SCHOOL
Los Angeles,Harbor City,HUMANITIES AND ARTS ACADEMY-LA
Los Angeles,Harbor City,NARBONNE HIGH SCHOOL
Los Angeles,Hawthorne,DA VINCI COMMUNICATIONS HS
Los Angeles,Hawthorne,DA VINCI DESIGN HIGH SCHOOL
Los Angeles,Hawthorne,DA VINCI SCIENCE HIGH SCHOOL
Los Angeles,Hawthorne,HAWTHORNE HIGH SCHOOL
Los Angeles,Hawthorne,HAWTHORNE MATH & SCI ACADEMY
Los Angeles,Hawthorne,HAWTHORNE MATH & SCIENCE ACAD
Los Angeles,Hermosa Beach,FUSION ACADEMY - SOUTH BAY
Los Angeles,Hollywood,HELEN BERNSTEIN HIGH SCHOOL
Los Angeles,Hollywood,STEM ACADEMY OF HOLLYWOOD
Los Angeles,Huntington Park,ALLIANCE COLLINS FAMILY COLRDY
Los Angeles,Huntington Park,ASPIRE OLLIN UNIV PREP ACDMY
Los Angeles,Huntington Park,ASPIRE PACIFIC ACADEMY
Los Angeles,Huntington Park,HUNTINGTON PARK HIGH SCHOOL
Los Angeles,Huntington Park,HUNTINGTON PARK INST APLD MED
Los Angeles,Huntington Park,LIBRA ACADEMY AT LINDA MARQUEZ HS
Los Angeles,Huntington Park,LINDA MARQUEZ HS-SOC JUSTICE
Los Angeles,Inglewood,ANIMO INGLEWOOD CHARTER HS
Los Angeles,Inglewood,ANIMO LEADERSHIP CHARTER HS
Los Angeles,Inglewood,CITY HONORS HIGH SCHOOL
Los Angeles,Inglewood,INGLEWOOD HIGH SCHOOL
Los Angeles,Inglewood,MORNINGSIDE HIGH SCHOOL
Los Angeles,Inglewood,SAINT MARYS ACADEMY
Los Angeles,Inglewood,SOUTH BAY LUTHERAN HIGH SCHOOL
Los Angeles,Irwindale,OPPORTUNITIES FOR LRNG-HERMOSA
Los Angeles,Irwindale,OPPORTUNITIES LEARNING-DUARTE
Los Angeles,Irwindale,OPPORTUNITIES LRN-BALDWIN PARK
Los Angeles,Irwindale,OPPORTUNITIES LRN-WILLIAM HART
Los Angeles,Irwindale,OPPORTUNITIES LRNG-BALDWIN II
Los Angeles,La Canada,DELPHI ACADEMY
Los Angeles,La Canada,FLINTRIDGE PREPARATORY SCHOOL
Los Angeles,La Canada,FLINTRIDGE SACRED HEART ACAD
Los Angeles,La Canada,HILLSIDE SCHOOL LEARNING CTR
Los Angeles,La Canada,LA CANADA HIGH SCHOOL
Los Angeles,La Canada,SAINT FRANCIS HIGH SCHOOL
Los Angeles,La Crescenta,CLARK MAGNET HIGH SCHOOL
Los Angeles,La Crescenta,CRESCENTA VALLEY HIGH SCHOOL
Los Angeles,La Mirada,LA MIRADA HIGH SCHOOL
Los Angeles,La Puente,BASSETT HIGH SCHOOL
Los Angeles,La Puente,BISHOP AMAT MEMORIAL HS
Los Angeles,La Puente,LA PUENTE HIGH SCHOOL
Los Angeles,La Puente,NOGALES HIGH SCHOOL
Los Angeles,La Verne,BONITA HIGH SCHOOL
Los Angeles,La Verne,CALVARY BAPTIST SCHOOLS
Los Angeles,La Verne,DAMIEN HIGH SCHOOL
Los Angeles,La Verne,LUTHERAN HIGH SCHOOL
Los Angeles,Lake Balboa,BIRMINGHAM COMMUNITY HS
Los Angeles,Lake Balboa,HIGH TECH HIGH LA
Los Angeles,Lake View Terrace,PUC CMNTY CHAR MS EARLY COL HS
Los Angeles,Lakeview Terrace,DELPHI ACADEMY
Los Angeles,Lakeview Terrace,PUC CMNTY CHAR MS EARLY COL HS
Los Angeles,Lakewood,ARTESIA HIGH SCHOOL
Los Angeles,Lakewood,LAKEWOOD HIGH SCHOOL
Los Angeles,Lakewood,MAYFAIR HIGH SCHOOL
Los Angeles,Lakewood,SAINT JOSEPH HIGH SCHOOL
Los Angeles,Lancaster,ANTELOPE VALLEY CHRISTIAN SCH
Los Angeles,Lancaster,ANTELOPE VALLEY HIGH SCHOOL
Los Angeles,Lancaster,BETHEL CHRISTIAN HIGH SCHOOL
Los Angeles,Lancaster,DESERT CHRISTIAN HIGH SCHOOL
Los Angeles,Lancaster,EASTSIDE HIGH SCHOOL
Los Angeles,Lancaster,LANCASTER HIGH SCHOOL
Los Angeles,Lancaster,OPPORTUNITIES LRN-WILLIAM HART
Los Angeles,Lancaster,PARACLETE HIGH SCHOOL
Los Angeles,Lancaster,SOAR HIGH SCHOOL
Los Angeles,Lawndale,ENVIRONMENTAL CHARTER HS
Los Angeles,Lawndale,LAWNDALE HIGH SCHOOL
Los Angeles,Lawndale,LEUZINGER HIGH SCHOOL
Los Angeles,Lennox,LENNOX MATH SCIENCE TECH ACAD
Los Angeles,Littlerock,LITTLEROCK HIGH SCHOOL
Los Angeles,Long Beach,DAV STARR JORDAN HIGH SCHOOL
Los Angeles,Long Beach,ERNEST S MCBRIDE SR HIGH SCHL
Los Angeles,Long Beach,JUAN RODRIGUEZ CABRILLO HS
Los Angeles,Long Beach,LONG BEACH POLYTECHNIC HS
Los Angeles,Long Beach,RANCHO DOMINGUEZ PREP SCHOOL
Los Angeles,Long Beach,RENAISSANCE CAREER ACADEMY
Los Angeles,Long Beach,RENAISSANCE HIGH SCHOOL ARTS
Los Angeles,Long Beach,ROBERT A MILLIKAN HIGH SCHOOL
Los Angeles,Long Beach,SAINT ANTHONY HIGH SCHOOL
Los Angeles,Long Beach,WOODROW WILSON HIGH SCHOOL
Los Angeles,Los Angeles,ABRAHAM LINCOLN HIGH SCHOOL
Los Angeles,Los Angeles,ACADEMIA AVANCE CHARTER SCHOOL
Los Angeles,Los Angeles,ACADEMIC LEADERSHIP COMMUNITY
Los Angeles,Los Angeles,ACADEMY MED HEALTH SCI AT RHS
Los Angeles,Los Angeles,ACADEMY SCIENCE & ENGINEERING
Los Angeles,Los Angeles,ALAIN LEROY LOCKE COLLEGE PREP
Los Angeles,Los Angeles,ALEXANDER HAMILTON HIGH SCHOOL
Los Angeles,Los Angeles,ALLIANCE CINDY/BILL SIMON TECH
Los Angeles,Los Angeles,ALLIANCE COLLEGE-READY ACD #7
Los Angeles,Los Angeles,ALLIANCE DR OLGA MOHAN HIGH SC
Los Angeles,Los Angeles,ALLIANCE GERTZ-RESSLER HIGH SC
Los Angeles,Los Angeles,ALLIANCE JUDY BURTON TECH ACAD
Los Angeles,Los Angeles,ALLIANCE LEICHTMAN-LEVINE ESHS
Los Angeles,Los Angeles,ALLIANCE MORGAN MCKINZIE HS
Los Angeles,Los Angeles,ALLIANCE OUCHI-O'DONOVAN 6-12
Los Angeles,Los Angeles,ALLIANCE PATTI & PETER ACADEMY
Los Angeles,Los Angeles,ALLIANCE PIERA BARBAGLIA HSA
Los Angeles,Los Angeles,ALLIANCE RENEE & MEYER LUSKIN
Los Angeles,Los Angeles,ALLIANCE SMIDT TECHNOLOGY HIGH
Los Angeles,Los Angeles,ALLIANCE STERN MATH/SCI SCHOOL
Los Angeles,Los Angeles,ALLIANCE TED K TAJIMA HIGH SCH
Los Angeles,Los Angeles,ALLIANCE TENNENBAUM FAMILY TECH HS
Los Angeles,Los Angeles,AMBASSADOR SCHL GLOBAL LDRSHP
Los Angeles,Los Angeles,ANAHUACALMECAC INTRL UNIV PREP
Los Angeles,Los Angeles,ANIMO COLLEGE PREP ACADEMY
Los Angeles,Los Angeles,ANIMO JACKIE ROBINSON CHRT SCH
Los Angeles,Los Angeles,ANIMO LEROY LOCKE 3 COLG PREP
Los Angeles,Los Angeles,ANIMO LOCKE II CHARTER HS
Los Angeles,Los Angeles,ANIMO LOCKE TECH CHARTER HS
Los Angeles,Los Angeles,ANIMO PAT BROWN CHARTER HS
Los Angeles,Los Angeles,ANIMO RALPH BUNCHE CHARTER HS
Los Angeles,Los Angeles,ANIMO S LOS ANGELES CHARTER HS
Los Angeles,Los Angeles,ANIMO VENICE CHARTER HS
Los Angeles,Los Angeles,ANIMO WATTS COLLGE PREP ACDMY
Los Angeles,Los Angeles,APEX ACADEMY HIGH SCHOOL
Los Angeles,Los Angeles,ARCHER SCHOOL FOR GIRLS
Los Angeles,Los Angeles,ARSHAG DICKRANIAN ARMENIAN SCH
Los Angeles,Los Angeles,BAIS YAAKOV SCHOOL FOR GIRLS
Los Angeles,Los Angeles,BELMONT HIGH SCHOOL
Los Angeles,Los Angeles,BENJAMIN FRANKLIN HIGH SCHOOL
Los Angeles,Los Angeles,BISHOP CONATY OUR LADY LORETTO
Los Angeles,Los Angeles,BISHOP MORA SALESIAN HS
Los Angeles,Los Angeles,BRENTWOOD SCHOOL
Los Angeles,Los Angeles,BRIGHT STAR SECONDARY ACADEMY
Los Angeles,Los Angeles,CAMINO NUEVO HIGH SCHOOL
Los Angeles,Los Angeles,CAMINO NUEVO HIGH SCHOOL NO 2
Los Angeles,Los Angeles,CATHEDRAL HIGH SCHOOL
Los Angeles,Los Angeles,CENTRAL CITY VALUE HIGH SCHOOL
Los Angeles,Los Angeles,CITY OF ANGELS SCHOOL
Los Angeles,Los Angeles,CIVITAS SCHOOL OF LEADERSHIP
Los Angeles,Los Angeles,COMMUNITY HARVEST CHARTER SCH
Los Angeles,Los Angeles,COMMUNITY HEALTH ADVOCATES SCH
Los Angeles,Los Angeles,CRENSHAW ARTS/TECH CHARTER HS
Los Angeles,Los Angeles,CRENSHAW HIGH SCHOOL
Los Angeles,Los Angeles,CRITICAL DESIGN AND GAMING SCH
Los Angeles,Los Angeles,DANIEL MURPHY CATHOLIC HS
Los Angeles,Los Angeles,DAVID STARR JORDAN HS
Los Angeles,Los Angeles,DIEGO RIVERA COMM/TECH SCHOOL
Los Angeles,Los Angeles,DOWNTOWN MAGNETS HIGH SCHOOL
Los Angeles,Los Angeles,DR MAYA ANGELOU COMMUNITY HS
Los Angeles,Los Angeles,EAGLE ROCK HIGH SCHOOL
Los Angeles,Los Angeles,EARLY COLLEGE ACADEMY
Los Angeles,Los Angeles,EAST LA PERFORMING ARTS MAGNET
Los Angeles,Los Angeles,EAST LA RENAISSANCE ACADEMY
Los Angeles,Los Angeles,EDWARD R ROYBAL LEARNING CNTR
Los Angeles,Los Angeles,ENGINEERING & TECH ACAD AT THS
Los Angeles,Los Angeles,ENVIRON/SOC POLICY MAGNET HS
Los Angeles,Los Angeles,EPISCOPAL SCHOOL LOS ANGELES
Los Angeles,Los Angeles,F BRAVO MEDICAL MAGNET HS
Los Angeles,Los Angeles,FAIRFAX HIGH SCHOOL
Los Angeles,Los Angeles,FELICITAS GONZALO MENDEZ HS
Los Angeles,Los Angeles,FELICITAS GONZALO MENDEZ LC1B
Los Angeles,Los Angeles,FOSHAY LEARNING CENTER
Los Angeles,Los Angeles,FREDERICK DOUGLASS ACADEMY HS
Los Angeles,Los Angeles,FREDERICK K C PRICE III SCHOOL
Los Angeles,Los Angeles,FREMONT HIGH SCHOOL
Los Angeles,Los Angeles,GEORGE WASHINGTON PREP HS
Los Angeles,Los Angeles,GREEN DESIGN COMMUNITY SCHOOL
Los Angeles,Los Angeles,HAMILTON HUMANITIES MAGNET
Los Angeles,Los Angeles,HILDA L SOLIS LEARNING ACDMY
Los Angeles,Los Angeles,HOLLYWOOD HIGH SCHOOL
Los Angeles,Los Angeles,HUMANITAS ACADEMY ART AND TECH
Los Angeles,Los Angeles,HUMANITAS ART SCHOOL AT RHS
Los Angeles,Los Angeles,IMMACULATE HEART HIGH SCHOOL
Los Angeles,Los Angeles,INTERNATIONAL SCHOOL OF LOS ANGELES
Los Angeles,Los Angeles,JAMES A GARFIELD HIGH SCHOOL
Los Angeles,Los Angeles,JOHN C FREMONT HIGH SCHOOL
Los Angeles,Los Angeles,JOHN MARSHALL HIGH SCHOOL
Los Angeles,Los Angeles,JORDAN NEW TECH HIGH SCHOOL
Los Angeles,Los Angeles,KING DREW MAGNET HS MED/SCI
Los Angeles,Los Angeles,KING-DREW MEDICAL MAGNET HIGH
Los Angeles,Los Angeles,LA CENTER ENRICHED STUDIES
Los Angeles,Los Angeles,LARCHMONT CHARTER SCHOOL
Los Angeles,Los Angeles,LAUSD/USC MEDIA ARTS ENGR MAGN
Los Angeles,Los Angeles,LE LYCEE FRANCAIS DE LOS ANGELES
Los Angeles,Los Angeles,LEADERSHIP IN ENTERTAINMENT
Los Angeles,Los Angeles,LOCKE SENIOR HIGH SCHOOL
Los Angeles,Los Angeles,LOS ANGELES ACAD ARTS ENTRPRSE
Los Angeles,Los Angeles,LOS ANGELES ADVENTIST ACADEMY
Los Angeles,Los Angeles,LOS ANGELES BIG PICTURE HS
Los Angeles,Los Angeles,LOS ANGELES CNTY HS FOR ARTS
Los Angeles,Los Angeles,LOS ANGELES HS OF THE ARTS
Los Angeles,Los Angeles,LOS ANGELES INTL CHARTER HS
